Genes,Bc12,Ch40.2,Ch22.2,Ch22.1,Ch22,Ch22.3,Bc12.1,Bc24.1,Bc18.1,Ch40.3,Ch40.1,Bc18,Bc24,Ch40
AT5G16200,4.707642281782815,4.971802801828924,4.909959361383806,4.17972970975474,4.306248815694729,4.747515932627211,4.688905685728985,2.842411898492612,3.89385480185862,4.515493322829026,4.34548426917601,4.629564148218612,2.718600749274303,4.720633659957296
AT3G07950,3.778510013127693,4.548867059856503,4.737222038191986,4.797393427392175,4.745313612367089,5.000877859330348,3.6966300166180712,4.502551302313395,3.608657175761388,4.551594524930701,4.503633800350551,4.054266366110383,4.6964165450492334,4.537885159869823
AT5G49430,2.90907632625774,2.667468158847464,3.2425388446049395,3.0617441506923795,3.0425534039601434,3.115012487540873,2.919576598342729,2.722632461745513,3.0836395081200605,2.3995878466633096,2.5869022537544275,3.0124822082996485,2.8236804226899186,2.686792961723922
AT3G13990,3.654614228454504,3.857244614346309,4.659805431924823,4.4542346541808575,4.376011154838467,4.576859383286243,3.651080538136346,4.751614405935058,4.0787638538858,3.8178867477365954,4.103542547246585,4.364663021228968,4.784712730115598,4.1482132144893775
AT5G47560,6.392791405645855,7.067543693496925,6.872345376031831,6.938675281440156,6.924674671268693,6.878245105645659,6.760012887347768,8.197326765292456,8.463675500414352,7.071625746051862,7.194727369246246,8.71365258398392,8.254051243160289,7.229436318957169
AT2G46710,4.408113037761727,2.594504369893603,4.208906930813999,3.965242148795005,3.777032804318786,4.200204942211608,4.121550928765024,3.3901832101229887,3.931328701560149,2.245062368209111,3.041551688931978,3.7442179646336857,3.568803553040578,3.220482810243548
AT5G03650,5.741216342391898,2.969131612877113,4.409098222568527,4.086881327421692,4.246474902687442,4.3187930003761865,5.678679871052594,3.4635233650242205,4.847021007994574,2.932319944082212,3.2789740173119672,4.891962064381995,3.805839779384659,3.355404180410757
AT1G05190,9.414581627358595,4.972121216526305,6.524162955905446,6.256038310211732,6.270825517252056,6.569766967163015,9.383877246248367,7.189736426714885,8.51277877480233,4.916988682519426,5.600853864774022,7.98667550906828,7.395941592179782,5.416111542666557
AT1G79330,0.1321849403074747,0.4523128977623498,0.4536030356118707,0.1653227372984809,0.1675416520056047,0.1696771526960211,0.1078326661568858,0.4630508843088696,0.3185223323749728,0.0,0.1784763535570394,0.2454575337735344,0.90762948816392,0.0
AT5G51340,3.6090595182883383,4.022626619265044,4.714031107493163,4.653612414221918,4.689614716991915,4.652654610020849,3.7549325336554817,4.508879952740608,3.822757618930252,3.922618987983471,4.185724732220941,4.020627471967659,4.613180127737157,4.355489763337577
AT3G60390,3.221177828700231,0.0,2.1059462540988254,1.333716260782926,1.3460361798865237,2.12075151820575,3.23264813960102,3.009468301793939,2.992980766526849,0.6305995277804076,1.2711544331599058,2.432001533480685,3.34748597028162,1.1221498050367231
AT1G04230,2.932365388736625,3.123401933133702,3.717196666473314,3.663962189221884,3.477511644734084,3.691863501007536,2.986637222888121,3.3888252444773417,3.025469174789338,3.301466432174741,3.200656293353472,3.148644250268274,3.216824364182724,3.311679582302207
AT5G55700,3.700717954899656,4.100325413290831,3.9751779282635735,3.956017181360052,3.917416523029825,4.015670288480139,3.6251298863888586,3.627797886085885,3.532187661896039,4.2268360451362215,3.903886656180122,3.692068201205681,3.8447711766003385,3.988733613319276
AT3G22180,1.8061710472426271,2.1040381505517765,2.783369091406802,2.7658895741859384,2.738552330951778,2.885500976831524,1.7445195492469154,2.5667114472371635,1.7534019067093347,1.9546253146994184,2.366676952023389,1.612263216123296,2.775255096687752,2.381075621369096
AT1G14000,5.560706055942283,6.482200519906138,6.218363156552647,6.268480380479331,6.25790034574233,6.167789601918999,5.409872353340314,6.601287743580581,5.656267684325367,6.400992032725814,6.520227865230121,5.596851993738108,6.491803300961912,6.496917026322974
AT3G12560,5.246375893325123,4.45781519797316,4.412831094677739,4.585978984251396,4.398914865852721,4.6983580528418,5.233851503898528,4.545645108729143,4.444248010838767,4.512329517551011,4.29251515396993,4.414890933549429,4.63773027476504,4.571018427506145
AT5G15440,5.07815662664458,4.669422358595675,5.487498539523017,5.1820229317962045,5.2569063276186245,5.568325143224769,5.094701819207539,4.435117557142759,4.840749643710051,5.070811545168804,4.826653042321892,4.763119917214017,4.5802942449310295,4.9102217749438735
AT2G03440,8.61376020268979,6.849617939893793,7.021616568575915,7.157324609992035,7.152686266654019,7.078006533719298,8.570502018867563,7.225931596754052,7.718689005537988,6.96598438670756,7.210684879356611,7.507025388488182,7.356666538930495,6.994286971400777
AT1G12750,5.324668595408406,3.998657648749485,5.161438768880573,4.793108487612262,4.801434029737385,5.319275046598714,5.317129548180297,4.060231900426375,4.251925107103087,4.0260803231369655,4.372598459200495,3.5937714578295217,4.511013155262346,4.4114418992020425
AT4G24100,3.5106793167172645,3.583707930916699,4.090054656848476,3.891336433892016,4.001108712434102,4.059068999464781,3.5410947095155723,3.3549581270725843,3.5525157167973624,3.343682265885948,3.6818831885577614,3.7904658378342297,3.4491941650631,3.685359414306774
ATCG00760,1.1321345427486995,2.478668819296813,3.884314782826133,3.0943424123572,3.5492947857214694,3.129473577652016,0.9737764968472647,2.861503951170369,2.8353798274047293,2.016125480849714,2.5624532532899544,2.9838871145877874,2.851468028043366,2.913781060899154
AT1G61730,5.042421018292496,5.873513574336371,5.911860706002018,5.984707893969939,5.93375590624126,5.945504897347439,4.580799178387453,5.649567203924021,5.332064148026512,5.7285404157649,5.75725808040779,5.383771444899523,5.709003280835368,5.6318575426067765
AT3G28430,3.3919943483392765,3.5152498248129955,3.810759580870078,3.706293460205747,3.65442591130921,3.846613902022413,3.4456864075866607,3.45757764844648,3.3044468783146472,3.504547853946517,3.468230435790358,3.402711567632446,3.308320081970086,3.6287768936089178
AT4G31370,0.4056173588461415,0.272205910464145,0.273030314997407,0.6926267040792167,0.2730121003051723,0.5082107788892096,0.0,0.2790756429284298,0.0,0.697852647757641,0.5316366963305688,0.0,0.1451568035480528,0.0
AT2G32320,3.694693298797892,3.939093159322839,4.515957338936386,4.418787682863986,4.33487267421089,4.540666121795012,3.6317320912156608,3.5665447861751503,3.9048723744854112,3.97418875856701,4.07588602449081,3.839505372903866,3.498731485589211,4.106087001746521
AT3G51940,2.767558337747999,2.8545991986683124,3.341998481989659,3.5002387793092824,3.159768820900166,3.5212644784255693,2.639092672895677,3.1612368184390323,2.9095831631481013,2.728100388940899,3.0804550626741056,2.7256783867966856,2.9601900677786737,3.264102912264251
AT4G01060,4.613505687987595,1.5861006575333558,3.614772805739024,3.091992529777891,2.9690457604641765,3.724225405511608,4.302870276983724,0.8664574402726406,1.9340187622831424,1.5847559830187488,1.442874660312208,2.546212584750456,0.268004221424944,2.1484818226406888
AT1G80670,3.70837155564544,3.976664519624447,4.562838268658369,4.574025462852579,4.457821871876351,4.476307517682159,3.877889950248944,4.49316875039962,3.5301148574399983,3.992140102061123,4.060153927150491,3.8281440211283417,4.517164550460421,4.19371198815469
AT4G12410,0.0,0.7935684845338644,0.7955961232501711,0.4464826223679073,0.0,0.0,0.3008173007423771,1.528213524303267,1.308046959187216,0.4501328892896512,0.478606630287014,0.8727006957364296,1.5206174816353295,0.8367025454566432
AT1G52700,0.523405969233439,0.0,0.3213224678834503,0.0,0.0,0.1717367863497075,0.2588426907603191,1.2077049145188463,0.5239720818302536,0.0,0.0,0.0662120692154987,1.0547524020811745,0.0
AT3G54860,3.1810924354739027,3.171257658135098,3.564175205472903,3.619959677402576,3.678122915995944,3.6601300813433446,3.120037036660535,3.2064275900322032,3.0372675375847207,3.1339677317877555,3.2156485286968404,3.160452887420201,3.34158437541073,3.376766165083773
AT1G55590,4.393274173009163,4.431168853620971,4.841723230213996,4.77508388697276,4.742107943815623,4.817348480259488,4.2123087734902604,4.496655189712116,4.261064458863797,4.312554546193134,4.50749852370646,4.231770685801681,4.579928647850344,4.586702898180865
AT1G09150,4.326024161872545,3.489633556319109,4.473323166995465,4.282283677773223,4.204536069545879,4.363539637235081,4.320596035351444,4.114070153277795,4.148456221156423,3.497426766673351,3.658111220935059,4.392964416375472,4.115923469050216,3.870639857521111
AT1G07980,3.8293284342407423,3.4617392427654106,4.441616379237435,4.263660830215601,4.136091858791146,4.10183549792386,3.686619269383858,3.7462238754566592,3.295910089399836,3.4762080598493896,3.680585924580289,3.969360838830176,3.453860604609238,3.8365368241891376
AT3G53380,1.2192907093860963,0.918436214663476,1.251039423903789,1.378957697277059,1.0393595553033603,1.5726937992754766,1.2517726154556743,2.456990834541197,1.2535795287964837,0.4040399252949374,1.0898673538073935,0.8920799801579257,2.941464715567805,0.8322620698632751
AT2G31590,0.0,0.6161103617446227,0.6177763159891323,0.3374127199572365,0.4863043005320819,0.0,0.2245572351024294,0.1850817134931977,0.1814628024894712,0.4843905743509401,0.3626418389090373,0.0,0.2674418507711283,0.6516397887267408
AT3G05530,6.219675156046736,6.546863023351635,6.773043861766958,6.800693508066269,6.672001680623304,6.863455980130814,6.217161616646359,7.0640202594598325,6.368278190007586,6.562248180530084,6.75372056489934,6.617252711965751,7.021528379817317,6.80212920307549
AT5G39520,1.5833889881415932,7.95593130406876,5.420191732298188,6.921782449049074,6.8488338799057065,5.446831110302193,0.2871492420983902,5.613791698234616,1.3982383055371346,7.91564230357832,7.338160463392798,3.1810916288639293,5.142667403005851,7.289229762525513
AT5G20890,5.179890748675432,5.260241832105676,6.233336147843358,6.00415466299133,6.050736681941176,6.189593101994811,5.250777286354456,5.998327250805502,5.581771742076223,5.365252286610632,5.503764851460873,5.917607568754586,6.216165021482328,5.582166708843705
AT4G15570,1.8072072908689445,1.418732714735394,2.3184002516453805,2.4341820171105764,2.5051448534485647,2.624255393941664,1.5772338720443404,1.82750489656933,1.7423557048025404,1.8584270844635744,2.039129894055105,2.110670504660117,2.214364259883473,1.793328247238951
AT5G47350,0.3339395493760939,0.2893808411215812,0.4160625961385157,0.7304378598749581,0.8318221481101813,0.2937805427052797,0.1895886702960645,0.2280010515459912,0.0,0.1517324631205669,0.3083616951328153,0.0,0.0,0.3080684035039846
AT3G62760,0.0,0.5088185184880618,0.0,0.2740005623336449,0.0,0.0,0.1810261359423912,0.1488115624163543,0.0,0.0,0.2949582984025376,0.0,0.0,0.2946764956106728
AT3G25550,0.2526141745334634,0.0,0.3168527362845901,0.3128391610140539,0.3168319058909407,0.0,0.2076168639725251,0.0,0.0,0.0,0.0,0.0,0.0,0.3361197504760096
AT1G21170,2.7073625667077423,3.4735464467344728,3.701065452958199,3.8320529266705594,3.638838202477822,3.781390982967124,2.717933319309372,3.7054607982444416,2.946431202367183,3.561123077340116,3.705581544262434,3.039841591528008,3.742028390323457,3.620787485067744
AT5G03550,0.0,4.787581991790136,0.0,1.023319736865908,1.033701646484019,0.0,0.0,1.227166480141336,0.6090599308379727,4.304769336292416,2.839895027999214,0.0,0.8465314631957008,2.8385833771002025
AT1G18690,2.5033296509756906,2.575174587444366,3.392245787733112,3.3423622393840087,2.939558395140098,3.470608526449908,2.097025799433533,2.859081319085848,2.4393241839429973,2.545955114814116,2.8168818907900635,2.4404618310686885,3.082239335472939,2.8401190050868363
AT4G35260,5.86191625902692,6.690494528519857,6.755358421123115,6.72298420184659,6.70070192449136,6.76233971047083,5.8397798992812,6.68928585512662,6.054016673525827,6.709275370692425,6.78261618108075,6.473187469925161,6.630345513957329,6.7782939950997125
AT1G07940,6.367019115911302,7.073569074840073,7.5680637890033795,7.632438365233131,7.546671102093288,7.642204948771901,6.375387642336087,7.909361986420947,6.583629606123997,7.142060268931963,7.263162140926126,7.05077174261546,8.172866041870007,7.329216784119331
AT3G51120,3.4181875176987475,3.78462180614804,4.173812009995123,4.288289465015122,4.22281109211808,4.356059001399535,3.3434005957637054,4.244232789446107,3.9122980899492426,3.8903830134667223,3.951963127602469,3.831974802167045,4.192038836692006,3.9205711924225706
AT5G06690,7.002630104252028,3.1887208389374946,5.1852342872383606,5.503471006665016,5.596869721966409,5.065077314412589,6.982536535321087,5.062469014462349,3.5666168774169105,3.207826986532844,4.4013532487552345,2.1103586326896973,5.197042864787512,4.4478316406708105
AT4G30570,2.535535541051483,1.922127661771508,3.335860721733612,2.9303903082126657,2.894805123212498,3.1142150059609586,2.338296068236141,1.9513110534072613,2.031520800572882,2.1642708238809543,2.416839464435936,2.4116579119969863,2.509175691030069,2.6397871443521934
AT1G22250,4.136567251245504,3.335493907921549,6.723567637014628,5.767577797928645,5.78757197363855,6.810244883355041,4.70472585324237,3.001837545345739,1.3365154823093723,3.3693327489386986,5.146537784699098,1.718228951616381,3.2281060959537564,5.0182135613432655
AT2G01710,5.239011609895547,5.370141002901482,5.363414198104424,5.484991598749756,5.4466869800079305,5.523842903647988,4.937066797362559,5.31179122175534,5.0700249014957866,5.087035023462107,5.180654215145916,5.436134920275107,5.324534844263527,5.311784204880107
AT3G52105,5.476628878604068,5.630008249628912,5.3541926782637645,5.375827911426804,5.526348804318466,5.45507275187015,5.312035021476105,4.262285042544364,4.597830932543379,5.544559629726053,5.6459071600656126,5.387704434505015,4.204422093923899,5.607050160221319
AT3G46560,4.973532981085538,5.688884932887752,6.079592129389089,6.212041102685808,6.1604557727538864,6.109628729620455,4.793646046620183,3.700167731720336,5.308796016979397,5.798551030897336,6.0039900917003,5.609430535121613,4.174586803325627,6.150986398715246
AT5G43480,2.282787766820511,0.0,1.2736652526247705,1.630714313477265,2.393124955433397,2.199122342016964,1.478651046025466,0.446859093259157,1.27623397124608,1.2696789715742305,2.011509024406081,1.047940187962296,0.4437668526550422,0.0
AT3G59250,2.4215731920715475,0.0,0.417452980369675,0.5271900425830166,0.2912444190120054,0.4223152199697054,2.652305886212185,0.080371124640491,1.840162419660501,0.0,0.1629948815058751,1.0077256936951104,0.4831644849581308,0.0
AT5G55140,5.529231047740649,5.116032647770141,5.444695535544449,5.569178089818593,5.58911752502366,5.728007806896037,5.31866147783056,5.506013873256386,5.747522919319211,4.624548061420536,5.010201743210299,5.930768860743522,5.642747321973059,5.437455765010767
AT3G54950,3.4054960912265693,5.61104834222444,3.842279066193921,3.997880905041269,3.746138917050467,3.7750694637091455,3.5999299981505666,5.028863723431102,3.3883913817856444,5.644859681836537,5.255737049965974,3.524957360282277,4.933910075830215,5.177658344031337
AT5G12860,7.826471254318392,5.620449911697985,6.429110566129356,6.1296891774817714,6.173531943598551,6.402281732333599,8.097931663847111,7.631949285255748,8.25718720753194,5.662127523336458,5.987025513306036,8.05374678514602,7.916368735997923,5.885859320696115
AT5G02250,4.716982953409909,2.5876557424150164,3.771196015173903,3.4697943127712723,3.631764410120724,3.66414346663299,4.762342786995836,3.673544178875769,4.606832731531297,2.4713154351792648,2.599971103088869,4.388169484829734,4.01593851624162,2.691578530469928
AT3G14860,4.367177250342062,3.716471181649608,4.630276025057216,4.514999491870688,4.719914579975194,4.779413673110445,4.358110684354436,4.25282414242617,4.258836442693393,3.7228626293887537,3.960510991195654,4.316266551846622,4.080640683368055,3.866159307904588
AT1G01070,2.829284390476779,3.236788623922528,2.232365868533393,3.111226871493737,2.711087994045698,2.1347853819436176,2.8061531180761907,2.5866586099836546,2.52866166415546,3.1662129547125266,2.88831084389302,2.8810054832172107,2.787949944916458,3.043338032130628
AT1G05030,4.007789912533335,2.7267106327406743,3.727312497772064,3.739053598482342,3.5421361809602923,4.036518156327125,4.109182351759718,3.145094864044212,3.66143799716764,2.687407564986474,3.136678675340528,3.837352140751956,3.176923504234506,3.115211176915873
AT4G26570,5.45870280105664,5.1287228280778,5.503964213518607,5.487926246932575,5.365949695592614,5.514802412711968,5.33426370024928,5.368887734361897,5.430454078943627,5.406858655205137,5.080804270892688,5.454770179859258,5.512507829182378,5.251490781107534
AT2G27170,3.7079482130639576,3.7426347498508608,4.257215418126885,4.269713406692988,4.234864849698271,4.167879005404543,3.760813641622752,4.136877060883912,3.949713089800354,3.728627494849212,3.853683110664055,4.161996744448076,4.068044587810287,3.918003427160377
AT5G10260,1.0976170818403628,1.0430631468294187,1.220425765068868,0.837417155305031,0.8464206269565527,0.7433112062614176,1.5498908254056465,0.4944306781935146,0.6169964340667164,1.21654532398202,0.8901828292481296,0.2634228458542591,0.4199693520296278,1.1882517165589292
AT1G27060,2.647741468376438,2.2279106391591776,2.675085176728269,2.815536760198607,2.789613491902107,3.257517665676063,2.448801775649111,2.48498713555885,3.367798259652842,2.090480987088289,2.2409697706476277,3.665802436361274,2.20019117157904,2.169142880239432
AT2G47780,2.498120232967868,0.2872191028332636,0.0,0.0,0.9138048563232052,0.2915891465153477,3.0672810807038235,1.7558309149880849,0.529450762259863,0.0,0.0,0.0,1.483698137624734,0.0
AT3G20010,2.26684730327715,1.8806880398139696,2.8026188124169757,2.3986717493468723,2.286751217370114,2.5921806434016754,2.134934378160271,2.143837138439591,2.126225887141703,2.0095801069667854,2.088052376957333,2.109813116624157,2.53917203756557,1.8682574328840968
AT3G22370,5.271926515405649,8.558674846625317,6.999890863327303,6.728564615939559,6.8578678696665465,6.932791889852106,5.422388264015283,7.349929966665761,6.03823966995133,8.587683014165336,8.304602261008958,6.004615967263969,7.010499960651922,8.20689387358832
AT5G56310,1.524264077157143,1.3377002299692329,2.336378720752098,1.9686459609796552,2.205453597459537,2.7589097173314583,1.7422178482995037,1.1950616652301775,1.142617831593975,0.9859232523909116,1.462492586686105,1.8953829532406696,1.2572602425234969,1.5215124335549643
AT1G53025,2.305701108290824,2.082086913124208,2.568595149367538,2.729147268290701,2.7603438623533085,2.6465475597489934,2.2884523399558057,1.996957589375672,2.422620380189952,2.285582680822849,2.425465795733083,2.6502785411918786,2.1470271685489446,2.582874182229613
AT1G60500,0.0,1.592868506490576,0.3026931855163655,0.1066412336101161,0.3909284465659198,0.1095083155562131,0.0,0.845670939942209,0.83229400319299,1.1629708667869472,1.583521278475625,0.864202106157058,0.6355084155072854,1.2202866733103532
AT1G11750,6.80071360921573,4.563091743589486,5.231119732251615,5.20771864146431,5.268754401120478,5.1895086170132405,6.696377804245559,5.702572280458539,6.0756061030711015,4.50503976185407,4.817191895580987,6.145240674358464,5.652115051083635,4.614096115912794
AT1G27580,0.3077082401752866,0.3830784333437006,0.8178946020076945,1.4084859700543075,0.8178488874297357,1.2579435933403005,0.6570608660716383,0.3038366234952214,0.0,0.814953973832616,0.5747538913289545,0.7564263076349672,0.4725544168665702,0.8598455294972044
AT2G39120,0.433147743725456,1.9399906365582724,2.2002317848184454,2.0872819505530438,2.4578793630437263,2.473735725002619,0.9591017882445142,1.1049858291124997,1.829677053653771,0.92193382453221,1.9573802572869248,1.7998492769161043,1.19783059309513,2.0145495872514463
AT5G35740,4.316741603697442,0.0,0.7360290361440445,0.7278833939176896,0.9987764291639312,0.0,4.26645799244351,2.4413944409657264,4.323861662991775,0.0,0.7754456361420508,2.3950946746668134,2.0746740062857043,1.2761594626152184
AT2G24260,1.942610758905149,1.8513814914794675,1.3306608684226562,1.7262416878578468,1.6163583523163674,1.0818537553668142,1.9823334250303437,3.125175028303258,2.2207312196456965,1.822226056775747,1.3896769837908836,2.075661409623716,3.365636519079632,1.6477576647016925
AT1G21500,4.756833955905366,2.4838746636173377,4.161934657575034,4.3443536341686695,4.222456622833771,4.421991912849257,4.891592305207002,5.497156358202682,6.824088530993376,1.9512989541399064,3.620000674782829,6.424416728181715,5.823167357743384,3.7343097453782312
AT3G24770,6.466115794209885,3.653866487294838,4.700158795415646,3.990980621993085,4.110578866157449,4.812397633456063,6.653009074182856,6.09975284088281,4.886021552319361,3.2747292657959046,3.81279813599977,4.745487842374611,6.3456817391640845,3.677768816285846
AT1G61170,3.5804982928369293,2.1533261159589823,3.7501722425063497,2.8359699186936065,2.853500393253321,3.768005465039531,3.444212256332778,4.1614246896796985,2.810553132681809,2.1517630138235617,2.5687804426563927,1.9180373824521049,4.576064959518836,1.9843048287061564
AT2G37230,2.998301971827548,3.36802210872083,4.775044299240749,4.523632809387869,4.38797060749965,4.6083679927067625,3.0526269512201054,3.680579791474682,3.7173379022822735,3.300663137582337,3.632051868557693,4.091959732455599,4.01745538972601,3.8349267765881234
AT2G17240,6.39994723423136,4.930648758304185,5.8165939095706936,5.467409626796772,5.445638086802794,5.661923752002,6.554381680386812,5.630200307151844,6.133326172090221,4.652997766644272,5.116726915341013,5.819536213955599,5.621965262593728,5.096187433701551
AT5G27950,5.836570807518737,5.666114273750483,6.601446075464371,6.531779116293816,6.466654623033091,6.543210532328516,5.783931450507109,5.462098017210311,5.758010978235541,5.665951650318388,6.10866695349655,5.940020611925136,5.58404609462112,6.178467782261937
AT2G28120,2.1782353482154533,3.658454607725552,3.329272256407399,3.367386962084402,3.5055923226615384,2.93067873560754,1.921635341903408,5.742499105589442,3.928185502252873,3.5619535820875816,3.656961615774723,3.915076327892764,5.588227447655848,3.458177025278082
AT3G54120,3.486683865029192,3.1758837001850484,2.9734959215245635,3.193631467347055,3.1800486221225506,2.510729606181377,3.249741760700662,3.00383640598452,3.3928609960722844,3.074517494691301,3.058224434994424,3.358978473805108,3.721209678439464,2.8992427094606743
AT5G11530,3.487270315096562,3.665728596000123,3.9787237505864494,3.7174426483537695,3.726276877565311,3.807997717638105,3.307324494171342,4.111014731094143,3.610203518446748,3.72508857067228,3.810928543682648,3.611484044798859,4.133089746285093,3.666107808696255
AT5G19990,5.010667421195524,5.369306138119288,5.620554507184538,5.5688402582923455,5.638761558108158,5.506279815615049,5.026875413113797,5.400188710688486,5.086003802272084,5.279463932617147,5.448563375196358,5.348672996349663,5.4310716629747535,5.3363792222967055
AT3G26070,8.55820817139889,4.580909565999908,6.267228235591733,6.012205893660491,5.943577218008034,6.148815801202241,8.568679718488564,6.5230768939444825,8.022344373068071,4.487196725141508,5.230582579276585,7.7903344322066355,6.484279792756838,5.261893717332476
AT4G11211,6.4162163128272525,0.0,5.435453118461673,3.139933437931111,4.074836378325755,4.928578405286042,6.68043550234662,7.809206853218429,4.7814650245527215,1.8598655313649024,1.9355757570792185,4.516349482896935,7.946355058612568,2.732192449884549
AT5G35680,7.447371459693093,8.549853560941528,7.866635681940626,7.992280841981968,7.945443117506523,7.706476578468236,7.480345143686288,7.067990977793839,7.343453104282323,8.562343026791991,8.412393158583127,7.819669727963367,7.03343368911047,8.345299939034577
AT5G25180,0.0,5.618998395250982,4.985064427302216,5.687653215727429,5.70459937376318,4.817480456914988,0.0,2.485529965204852,0.6316636994592391,5.486288613530023,4.94255742476668,0.4981604596780961,2.7863991055361104,4.896438607023498
AT3G25882,3.4517503730440424,7.181215890576942,5.897248792384661,6.069559555871514,6.0592749522564855,5.927580077161959,2.972638965363642,5.86103552909788,5.524561032077784,6.918168215635046,7.629957119882135,5.5407061247997325,5.60821892454354,7.525477742196547
AT3G51230,0.4614119666285207,0.0,0.0,0.5625827211109355,0.3124855549825238,0.3162764869429889,0.2046636853965203,1.314128162775934,0.788931536382134,0.3111833887924565,0.0,0.0,1.1562732015497066,1.0239057906329585
AT3G53010,0.2689489637571526,0.1776946564464761,0.1782503220062745,0.1758859185402459,0.178238043812056,0.1805015424639384,0.2212600898065578,0.2655213177194543,0.1787598181159106,0.0,0.0,0.1362288249654014,0.6792779806858078,0.1896381464201445
AT1G09960,2.265855103059889,1.0421954082136549,1.0446603607739862,1.3027972588733217,1.5771985173897196,1.1969810208837883,2.2482080966844,2.720059067617853,2.0451837720655512,1.1823459681918254,1.1941452407321067,1.5981601801400145,3.029292652307614,0.6133720007110715
AT5G13490,3.5608164189982703,8.22661740821314,6.238310894582998,6.585444821163536,6.528739595031387,6.173191649353139,3.745229114313549,7.482476500041133,6.142687465223638,8.282511833701474,7.760487539216828,5.681995896242006,7.055716651276472,7.847450255729472
AT4G31060,3.757756388037136,1.5104529995869065,3.8374568461167664,3.544632339947567,3.224584390003597,3.2418865646957555,3.371922293274426,2.3993686507974354,2.331042573733236,2.0276329772656454,2.797257864303899,2.667872724984889,2.984012266413136,2.9883591721629816
AT3G24120,4.519289764474496,3.577851095516841,3.969253977593876,3.971585196289258,3.997759003826101,4.131619440150262,4.556554890931663,4.207069256066874,4.582870806778105,3.566531511357301,3.708586388100589,4.4722581530605945,4.293062059251223,3.688555410634949
AT3G22310,2.379098282734024,3.151203128833865,4.406461027446507,4.089398751968936,4.19040059966673,4.39514047371514,2.091803607127193,4.220487232865094,4.266687704346257,3.394940795578843,3.3865462761161917,4.559505132055552,4.32705655935696,3.663992312058829
AT5G39410,5.06635382981929,3.747175613756722,5.713453766401159,5.377759444491236,5.549748373475796,5.560008282334164,4.987448808907125,5.041442126396803,3.07538050262739,3.8517105050535343,4.375026319670824,2.717478444297917,5.266302118022499,4.345422076555271
AT5G54710,5.3629006612639145,6.686853199249274,7.02964705093583,6.583516222233564,6.645713861037302,7.069988526509111,5.380261031465407,5.3473927079038654,5.701641871838233,6.731603659811107,6.697754100396502,5.45231605607804,5.5226063540971735,6.7409038411887945
AT4G35770,2.4526641469476558,8.454133383825752,8.261571128404679,9.499462901405554,9.488235512684335,8.28884075245063,2.6844397158414024,9.546084225093765,7.011953057824663,8.516585486612188,8.089665553496754,7.38662052437354,9.46785805264794,8.089230048690201
AT5G47880,5.881008725604866,6.744058603201992,6.423979335744236,6.443420122770865,6.421638249009538,6.279893606227578,5.943003750930788,6.1126079740374015,6.026244204440183,6.665103989046524,6.535145973473439,6.259686494417352,6.137595366955666,6.3648291028147925
AT4G14147,2.8138705850238086,3.0562586902372937,3.5378718918219945,3.351363322295632,3.3918514837576774,3.5152241929089385,2.7076082152500947,3.04893571920548,2.251699712767592,3.247837978062538,3.1734574049600024,2.7200629366011158,3.0243958697298807,3.2124670149291696
AT1G30757,4.816275948191008,6.762799111345663,5.518579721013787,5.599449358935692,5.667328668031503,5.904695653741305,4.647995428146615,5.058470470057873,4.501816559556971,7.003144949971029,6.624611530785151,4.630008514035745,5.118994886586301,6.723393009768062
AT3G58180,3.5834809368429585,4.143468647018207,4.427700148049569,4.368555000397437,4.401282060110462,4.316464801943051,3.688211509547085,3.8579193624071,4.251520609271954,4.093292290009218,4.05309898126966,4.221090696730393,3.832143743333973,4.08737260340861
AT5G67490,7.525406041845034,7.92701340357073,7.6737014680355715,7.800086948235801,7.903036451623265,7.751930170439782,7.342617235188782,7.054459143798293,7.4804894251124,7.779249348976634,7.8927061904414675,7.592069486013059,7.022002753838699,7.884247778176701
AT5G05350,0.1189420780417805,0.5258039365368941,0.633660716815701,0.6264172743045653,0.912519774720692,1.0825757141815209,0.1877896015130739,0.9711313540504176,0.6352183764239709,0.4107112709373188,0.4370504146849444,0.9363028338540368,1.3923843135459135,0.4366520782391783
AT1G64170,0.4857018658692072,2.6269496556376124,2.431691940339602,2.879569598201967,2.840830983769976,2.4007481081640543,0.6884190953072511,3.054662209323707,0.9381547385777428,2.7153755567627704,2.657704827258869,1.111385246645363,3.30366614806493,3.0239423568652386
AT4G33700,5.328652283130836,3.975994284628443,4.594996305174658,4.434865669423076,4.492866927541488,4.621323241665704,5.382708395934079,4.640074316745329,3.871666441669391,3.651004527097738,3.769103172208762,3.839964433783509,4.605242415879103,3.847584782588931
AT3G19010,5.935728990977181,9.333370548754292,8.66131617572459,8.871301545984444,8.85266162436555,8.685305692407711,5.828550862589984,7.487503143278948,6.858429578900244,9.348727197140509,9.134958480134342,6.798465930792297,7.345210306575305,9.119540139680977
AT1G16130,1.5704253891894342,5.309738150535425,3.928933795923382,4.131191250967712,4.102674687316508,3.634662128371805,1.7120070440401582,2.985277190050709,1.8221283689882712,5.325988152489588,4.693375782976471,1.6916386120353046,3.34179306425496,4.811701307674677
AT5G38020,0.316777460425642,0.0,0.2751266853025286,0.0,0.0,0.3998655812495615,0.0,1.86251458451428,0.0,0.0,0.0,0.3072076022944711,1.546652021054351,0.4186093957284697
